"–ü–∞—Ä–∫-–æ—Ç–µ–ª—å ""–ê—è"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"—É–ª. –ù–∞–≥–æ—Ä–Ω–∞—è, 1, –ö–∞—Ç—É–Ω—å 659635 –†–æ—Å—Å–∏—è",–û—Ç–µ–ª–∏,,–û—Ç–µ–ª–∏,150,–û—Ç–∑—ã–≤,"–û—Ç–¥—ã—Ö–∞–ª–∏ –≤ –±—É–Ω–≥–∞–ª–æ —Å 25 08 22 –ù–∞—à –±—É–Ω–≥–∞–ª–æ –±—ã–ª –∑–∞–Ω—è—Ç(–ø–æ—á–µ–º—É-—Ç–æ ?).–ó–∞—Å–µ–ª–∏–ª–∏ –≤ –¥—Ä—É–≥–æ–π.–ü—Ä–∏–µ–∑–∂–∞–µ—à—å –æ—Ç–¥–æ—Ö–Ω—É—Ç—å –æ—Ç –≥–æ—Ä–æ–¥—Å–∫–æ–≥–æ —à—É–º–∞,–Ω–æ –Ω–µ —Ç—É—Ç —Ç–æ –±—ã–ª–æ!–ú—É–∑—ã–∫–∞ —Ç–∞–∫ –≥—Ä–æ–º—ã—Ö–∞–µ—Ç,—á—Ç–æ —Å–ø–∞—Ç—å –Ω–µ –≤–æ–∑–º–æ–∂–Ω–æ!–°—É—â–µ—Å—Ç–≤—É—é—Ç –∂–µ –∫–∞–∫–∏–µ-—Ç–æ –Ω–æ—Ä–º—ã –ø—Ä–∏–ª–∏—á–∏—è?!–î–æ 5 —É—Ç—Ä–∞-—ç—Ç–æ –ø–µ—Ä–µ–±–æ—Ä.–ü–æ—á–µ–º—É –∞–¥–º–∏–Ω–∏—Å—Ç—Ä–∞—Ü–∏—è –Ω–µ –æ–≥–æ–≤–∞—Ä–∏–≤–∞–µ—Ç,—á—Ç–æ–±—ã –≥–æ—Å—Ç–∏ —Å–æ–±–ª—é–¥–∞–ª–∏ –Ω–æ—Ä–º—ã –ø—Ä–∏–ª–∏—á–∏—è –∏ —Ç–∏—à–∏–Ω—ã! –•–æ—Ç–µ–ª–æ—Å—å –±—ã —É—Å–ª—ã—à–∞—Ç—å –æ—Ç–≤–µ—Ç.",,3,–∞–≤–≥—É—Å—Ç 2022 –≥.,–æ—Ç–∑—ã–≤ –∞–≤–≥. 2022,0,–ù–µ–ª–ª–∏ –ì,https://www.tripadvisor.ru/Profile/E869KQ_,0,0,1,0,0,1,,–∞–≤–≥. 2022 –≥.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,Отдыхал в течении 3 дней с сыном 12 лет!,"Не хотел писать, но раз проводится отель проводит опрос;) Решил и здесь оставить отзыв! Может кому-то он пригодиться! При отличном отеле - чудовищная жуткая организация работы персонала! Видно, что деньги вкладываются, но если персонал будет так работать - собственник банально ничего не заработает. На Рецепшн- заезжал параллельно с ещё одним гостем, выдали браслеты, они же и ключ от номера (это кстати очень здорово!), но … И я, и женщина, заезжающая параллельно со мной, смогли открыть номера только с 3 раза!!!! Для этого постоянно приходилось спускаться на Рецепшн! В номере убирались за 3 дня убрались один раз, на второй день (вечером) пришли с уборкой и попросили погулять часок, я естественно от уборки отказался! Не понимаю почему нельзя было сделать уборку в течении дня, когда нас там не было. Не было целый день!!!! Отдельная песня - еда! Завтрак в принципе неплохой, достаточно разнообразный, но сколько не приходили не было бутилированной питьевой воды, как сказал персонал - закупают мало, с вечера все выпивают на завтрак не хватает! ‍‍‍Бред!!!!!! Куда смотрит собственник! Не можете купить - накипятите с вечера - за ночь остынет! Обслуживание в ресторанах оставляет желать лучшего! Раз на раз на приходится! Пытались поужинать в Югославском, просидели за столиком с ребёнком около получаса - никто не подошёл. Ушли, пришлось есть в безобразном ресторане около бассейна, это вообще отдельная история, даже на буду все описывать, но одно… Пригласили к кассе, что бы оплатить, минут 10 простоял в очереди из 3 человека (напомню, это ресторан!!!!!!), так при оплате ещё и картрайдер отключился)))))))) Супер сервис!!!! И везде-везде примерно так! Я понимаю, что отдыхать поедут и так, и многие там слаще морковки не видели ничего, но все же … Обидно как-то! И ещё совет: показывают вечером кино около бассейна на большом экране - это здорово, но все кафе и бары в это время уже закрыты. А хочется смотреть кино, грызть попкорн или чипсы, пить колу. Собственник, теряешь деньги! И браслеты - сделайте обязательный депозит, уберите с территории все кассы и картрайдеры! Жесткий расчёт только по браслетам! Но при этом их пополнение на территории должно быть круглосуточным! И ещё для собственника, персонал вообщем то не плохой, а вот менеджмент - г…о! Теряете деньги! Можно ещё много написать, но … И этого хватит. Для такой цены - сервис должен быть повыше! Больше всего понравились суслики и кролик!",,2,июнь 2022 г.,июнь 2022 г.,3,mvsh74,https://www.tripadvisor.ru/Profile/mvsh74,0,0,4,14,1,5,"Казань, Россия",июль 2014 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,Худший отель на моей памяти,"Омерзительный отель. В бунгало где остановилась моя мама, поступал дым из бани. Было возможно отравление угарным газом. Ночью играет музыка, невозможно заснуть. Персонал крайне некомпетентен. Общаются по хамски. В ресторане ждали блюда 2 часа.",,1,июнь 2022 г.,отзыв июнь 2022,3,Дмитрий С,https://www.tripadvisor.ru/Profile/Road53284865860,0,0,1,3,0,1,,март 2021 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,Парк- Отель ''АЯ'',"Добрый день! Хочу поделиться с вами своими впечатлениями о нахождении в этом прекрасном отеле)  Отдыхаю в этом отеле не первый раз и хочу отменить, налицо улучшения, по сравнению с прошлым годом) Проживала в бунгало на берегу озера, каждый день потрясающие закаты и рассветы 🌅, свежий воздух, пение птиц и сладкий сон) На территории отеля: озеро с чистой водой, красивый банкетный зал, где можно отпраздновать праздник 🥳, огромный бассейн, где всегда играет приятная музыка, а вечером можно на большом экране посмотреть мультики или фильмы, отличное спа, ухоженная и большая территория, вкусная еда в ассортименте, рекомендую попробовать гречку с грибами, драники, как у бабушки в деревне, свежайшую строганину, мясо марала, травяные алтайские чаи и форштадтское пиво), хорошее обслуживание, качественная уборка номеров, свежее постельное бельё и белоснежные полотенца , на территории отеля бегают суслики и кролики, что может порадовать, тех кто приедет с детками) На мой взгляд отличное место для ретритов или для тех, кто хочет уединиться наедине с природой.  Настолько было хорошо и атмосферно, что я продлила отдых ещё на пару дней) Рекомендую всем обязательно здесь побывать и насладиться этим местом🙌🏼☺️",,5,июнь 2022 г.,июнь 2022 г.,1,Виктория,https://www.tripadvisor.ru/Profile/_A5639AF,0,0,1,1,0,1,,июнь 2022 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,На Алтае впервые и вернёмся снова и снова.,"Места благодарные, красивые…земля, озеро, закаты… Выбирали место достаточно долго, остановились в парк - отель Ая и не пожалели. Действительно очень большая территория, зелёная, невероятные ели, красивый ландшафт, часовня, вид на Катунь, по территории гоняют кролики, нам всем на радость, и конечно само озеро, утром тишь и благодать, на пирсе никого, продышаться самое оно. Но и активности тут хоть отбавляй, начиная от колеса обозрения, парка развлечений, фильмы по вечерам у бассейна вообще top, зона бассейна всегда весело, пенно )))) дети пищат, а что ещё нужно ) детская комнатка с бэби ситтерами есть - нам родителям на радость, хорошие мастер-классы - детям нравится. Бунгало очень приятно, свежий ремонт, матрас порадовал и постельное (это мой фетиш) - резюмирую - выспалась, что было ключевым критерием нашего отдыха)) есть небольшая кухня и холодильник, с детьми это вообще спасение, Кондеционер..приятная душевая и что ещё важно - очень большой и вместительный шкаф!!! Ибо нашим табором укомплектоваться сложно. По еде все понравилось, выбор большой, от фуд-корта с пиццей и нагетсами (вкусней чем в Маке) (восторг!), до Ресторана с неплохими винами, кстати, и лимонады, лимонады😋 вкусными завтраками, уютная веранда, только одеться потеплее, нам понравилось. Сервис приятный, ребята заботливы, стараются, как минимум, особенно к детям внимания очень много. А что такое сервис в глубинках, мы знаем, а точнее о его отсутствии. Такого явного негатива мы не ощутили совсем, были моменты, но все решалось, наш российский туристический бизнес только начинает оживать, надо быть реалистами. Так что отпуск прошёл хорошо, весело, классно ) по этому и пишу отзыв. Уверенна что вернёмся, дети счастливы, а я тем более. Рекомендую.",,5,июнь 2022 г.,отзыв июнь 2022,0,Юлия М,https://www.tripadvisor.ru/Profile/Daydream426190,0,0,5,0,0,2,,янв. 2013 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,2 дня в Отеле Ая,"Полный колхоз. Сервис на нуле. Никто ничего не знает и постоянно забывают брони. Прождали 4 часа готовности бани и в итоге на ресепшене и службе бронирования развели руками. Сама территория при этом вполне европейская и видно, что существенно потратились учредители. В персонал забыли",,2,июнь 2022 г.,июнь 2022 г.,0,Денис,https://www.tripadvisor.ru/Profile/Passport61253834539,0,0,1,0,0,1,"Канкун, Мексика",сент. 2021 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,"отсутствие сервиса, еды, в пустую потраченное время и деньги","Начнём с хорошего, нас заселили в 6 утра, за это спасибо администраторам на ресепшене, больше к сожалению нечего добавить, природа и все.  Жирные минусы:  В ресторане не обученные официанты, заранее не знают, что есть в меню, после 50 минут ожидания борща, официант говорит, что его уже нет😀, шикарно, ведь здесь люди отдают денег больше чем в Турции, Сочи или даже в самых лучших отелях городов миллиониках.  Насчёт вкуса здесь на любителя, выбирать не приходится, так как меню и еда во всех отелях этого места одинаковая, не богатый выбор.  Обратите внимание на очереди у кофе машины! Одна кофе машина на всех на все утро и она ломается каждое утро 😃, я не пью кофе, слава богу экономлю время на этом, но эти бедняги, которые приехали в Алтай, в дорогой курорт чувствуют себя как в самом низкосортном отеле и точно больше никогда не приедут сюда.  Грустно от того, что мы приехали сюда и не почитали отзывы, от того, что тут не обученные люди, от того, что тут могло быть больше счастливых людей.  Реально, если вы хотите отдохнуть, езжайте в другие места.  Ожидание блюд в ресторане, в котором даже и половины людей нет, а всего по 4-5 столиков, около 20 людей, составляет более 1,5 часов 😔. Мало того, их выносят уже не тёплыми, еле тёплые, от этого следует, что на кухне что то не то, нет системности, выносят блюда не в порядке готовности и очереди заказов, а как попадётся. Официанты не знают куда нести блюда, полная жесть.  Эти ребята скорее всего увольняются каждую неделю, либо работают, потому что больше негде. Собственник возможно даже не в курсе как идут дела.  Воду в бунгало за 100к за неделю не приносят 😀  И напоследок, составить этому отелю конкуренции не будет, он быстро закроется, если тут появится отель с сервисом.  Сервис деревенский, что ещё сказать  И я обычно нигде и никогда не писал отзывы, но тут, хочу написать, чтобы люди не тратили свои нервы, деньги и время на этот «отдых».",,1,июнь 2022 г.,отзыв июнь 2022,2,Рустем Т,https://www.tripadvisor.ru/Profile/Rustem5674,0,0,1,2,0,1,,июнь 2022 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,"К сожалению, немало негатива","Приезжала на отдых с 30.12 по 2.01 с питомцем (кошка). Территория прекрасная, номер чистый, комфортный. Вкусные завтраки (в Граале понравилось больше). Хороший комплекс SPA. Новогодний банкет был хорош, но поехали по минусам, самый главный и важный: ужасный холод на банкете в отеле Alira. Это жуть. Все мерзли, дети и дамы сидели кто во что завернут. Я не исключение. Но ноги это не спасло и итог по приезду домой - очень неприятная болезнь! Далее: необоснованное и совсем незапланированное переселение в последний день (когда кошка только привыкла к месту). Ладно, переехали. Но, почему-то, (вопрос к сантехникам), в туалете было открыто отверстие с трубами и кранами, и мой питомец со страху забился туда и просидел там полдня! Огромное спасибо главному инженеру Алексею за помощь и поддержку! Это 2 самых негативных момента, которые оставили нехороший отпечаток об отдыхе... Небольшое пожелание к тренажёрному залу: не хватает ковриков, не очень приятно качать пресс или тянуться на полу. И объявления на дверях о сменной обуви, т.к. некоторые личности умудрялись в сапогах по беговой дорожке ходить)) Также отдельное спасибо официантке Елене из ""Грааля"" и администратору Татьяне, что встречала и провожала меня.",,2,январь 2022 г.,янв. 2022 г.,0,Катерина,https://www.tripadvisor.ru/Profile/O919CV_,0,0,1,0,0,1,,янв. 2022 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,Отдых от городской суеты,"Жила небольшой отрезок времени, но уже успела оценить сервис. Девочки на ресепшене очень расторопны и любезны. Во время проживания ничего не сломалось, тв каналы и кондиционеры работали исправно. Могу рекомендовать своим близким и всем, кто читает этот отзыв.",,5,октябрь 2021 г.,отзыв нояб. 2021,0,Татьяна С,https://www.tripadvisor.ru/Profile/_J2496LO,0,0,2,0,0,1,"Новосибирск, Россия",янв. 2021 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,Потрепанный отель,"Август 2021. Ужасный старый отель, номера все потрепанные, ковры воняют, сантехника вся протекает, вызывали слесаря, он 3 дня ничего не мог сделать, бежало с потолка ручьем. Также в номерах стоят пепельницы, это дает понимание курильщикам, что можно курить. У нас соседи курили и все тянуло к нам в номер. Кухня не вкусная, вместо наваристого борща тут подают воду с капустой в томатной пасте. Мясо морала жесткое, не проживать. Десерты все замороженные, иногда грызли лед в торте. Нет даже самой простой бесплатной детской площадки, только платная за 300р 30 мин! А вот территория хорошая, большая, ухоженная. Избегайте этот отель!",,2,август 2021 г.,отзыв авг. 2021,3,Дмитрий Б,https://www.tripadvisor.ru/Profile/Adventure408018,0,0,3,4,0,2,,нояб. 2012 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,В августе не советую,"Не в первый раз в этом отеле, берём номера в шале…Номера не плохие, территория, озеро, бассейн - на 5. В августе тут всё отвратительно с ресторанами, вчера вечером просто не смогли поужинать, потому что негде и нечего… Единственное нормальное меню в Югославском, просидели 40 минут, даже заказ не приняли, просто официант даже не подошёл . Пришлось идти в Лидо, половина меню на стопе, ничего нет, взяли пепперони и маргариту, ну просто нет больше ничего. В обед та же история…На завтраках все норм, но это единственное место где я увидела на раздаче надписи «Администрация отеля в праве взять деньги за недоеденное блюдо», ну издец товарищи…. В Пивоварим (пивной же ресторан)))) пива нет, от слова совсем… Пара кранов работает и в бутылках два вида пива. Зачем привозить, сезон же к концу подходит- девиз местного персонала😡 Так зачем заселять за нехилые деньги, если у вас «сезон к концу подходит»??? Закрывайтесь в июле, август же не лето, не сезон",,2,август 2021 г.,авг. 2021 г.,0,Варвара,https://www.tripadvisor.ru/Profile/Departure60370993433,0,0,1,0,0,1,"Катунь, Россия",авг. 2021 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,Ужас полный.,"Просто отвратительный сервис ! Работники абсолютно не компетентны, работают спустя рукава. Во первых начиная от входа абсолютно не уважительное отношение , никакой доброжелательности. Далее вы встречаетесь с самим отелем , где все прибывает в плачевном состоянии, в спа законе абсолютная анти-санитария. Вообщем и целом не совету вам даже думать о посещении данного места.",,1,август 2021 г.,авг. 2021 г.,1,сергей,https://www.tripadvisor.ru/Profile/Inspire60886040410,0,0,1,1,0,1,"Краснодар, Россия",авг. 2021 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,Плохо,"Цена очень завышена, номер в 14 не готов, все все равно, за 16 т в сутки даже заселить во время не могут, кондиционера нет, персонал раздражительный, все уставшие и всем всё безразницы. Хамское отношение",,1,август 2021 г.,отзыв авг. 2021,1,Marina B,https://www.tripadvisor.ru/Profile/marinabS5208LR,0,0,4,4,1,2,,май 2019 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,Без сна,"Отзывы пишу не часто, а когда действительно зацепит. В любом смысле. В этот раз зацепило именно негативными моментами. Заселились мы в бунгало на пляже. Новые корпуса. По наполнению претензий нет. Все чистое, свежее. В номерах халаты, тапочки, кофемашина. Нет кондиционера. Но рядом находится кафе Лидо, где проходят завтраки , а вечером, нет, ночью начинается караоке. До 2-х часов ночи!!!!!!!!!!!!!! Слышно каждое слово. Спать невозможно!!!! Я приехала сюда отдыхать, а не слушать пьяные крики в микрофон по ночам. Это прям огромный минус. На всей территории отеля курят. Это ужас. Хочется на Алтае подышать воздухом. Ага! Дышите всем, чем угодно, сигаретами, кальянами, айкосами, только не воздухом. Это при том, что огромная территория и можно выделить специальные места для курильщиков. Завтраки по системе шведский стол. Вкусные. Но персонал не справляется. Не успевают мыть посуду, выносят одноразовую. То вилок нет, то тарелок. Если выносят из посудомойки, то не промытую, в пене от моющих средств. Салфеток нигде нет, чтоб элементарно протереть. Шоколад к блинам заканчивается на этапе выноса, т е сразу. За блинами всегда очередь. Ну поставьте вы ещё поваров. Бассейн без подогрева. Ледяной. Дни жаркие, а в бассейн невозможно зайти. Хорошо, что есть озеро. Оно спасает и вообще, если бы его не было, смысл пребывания здесь был бы под большим вопросом. Смотрели номера в коттеджах. Номерной фонд настолько убитый, что находиться там прям неприятно. Про остальные номера говорить не могу, но их много и в шале, и в гостиницах.",,2,август 2021 г.,авг. 2021 г.,1,Госпожа,https://www.tripadvisor.ru/Profile/levka11,0,0,5,2,1,3,,нояб. 2020 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,"Хорошо, но…","В принципе, все хорошо, за исключением некоторых нюансов: бассейн холодный (подогрева нет); если селитесь в бунгало на пляже - где очень уютно, комфортно , - не мечтайте уснуть до 2-х ночи - музыка долбит так, что не уснуть! А так, территория прекрасная, ухоженная. Озеро - жемчужина этого места!",,3,август 2021 г.,отзыв авг. 2021,1,Илья Л,https://www.tripadvisor.ru/Profile/Y1250ON_,0,0,23,38,3,14,"Новосибирск, Россия",янв. 2013 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,Парк Отель Ая,"Здравствуйте, хочу поблагодарить «Парк Отель Ая» за такой хороший отпуск, незабываемые впечатления, все на высшем уровне, персонал вежливый, номера улетные, ресторан просто замечательный, в планах ещё раз посетить вас",,1,июль 2021 г.,отзыв авг. 2021,0,Айсура Т,https://www.tripadvisor.ru/Profile/K7882KU_,0,0,1,0,0,1,,авг. 2021 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,Когда мы отдыхали велись ремонтные работы!!!,"Мы приехали отдыхать, а получилось, что приехали на стройку, где работает дрель и молоток… А персонал просто ничего не может сказать. В комнате не работает освещение, нет сейфа🤦🏼‍♀️…. Проживание в таком отеле отстой (((",,1,июль 2021 г.,отзыв июль 2021,0,Елена К,https://www.tripadvisor.ru/Profile/_N5366OB,0,0,1,0,0,1,,июль 2021 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,Элитный Алтай,"10000р за номер и 10000р в день на питание . Кровать проваливается под моим весом 82 кг(сломаны держатели ламели за 2,5р штука просто прикрутили на саморезы а они выпадают). Матрац устал наполнитель, пружины через ткань давят на тело. Пиццу в дождь не пекут наверно навес над печью трудно сделать наверно дождь раз в год бывает(по факту дождь либо через день, либо каждый день), зонтов на ресепшене нет. Хоть завтраки хорошие. Разрекламированная лодка Bantley 700р за 30 минут не ухоженная, после подвыпивших людей вся липкая и воняет пивом в гонках хлюпает вода (не убранная персоналом). На фасаде Alira palace виднеются дыры от отвалившийся досок ещё с прошлого года, стаканы в номере со сколами, кондиционер плохо охлаждает. Шампуня в номерах нет. В кафе Лидо приносят холодные наггецы (похоже жарят на холодном масле, новая технология), часто нет мяты для коктейлей, повара не могут скомпоновать гарнир с основным блюдом. . Каркасы вип зон у бассейна облезли от краски. В хороший солнечный день не хватает лежаков для людей, люди загорают на травке. Ковидные постановления Губернатора игнорируются. У бассейна собираются в хороший день от 2000 до 6500 человек. В баре у детского бассейна никогда не хватает кукурузы пареной, иногда элементарно нет чая, кофе (только пиво рекой). Ресторан югославский хороший (но опять не хватает продуктов: нет рибая, нет каре ягненка). Спа зона в отеле югославский понравилась хороший хамам, бассейн классный с различными зонами гидромассажа. Тренажерный зал в печальном состоянии(не работает одна беговая дорожка, велотренажёр, эллипс скрипучие, тренажёр на ноги сломан) ИТОГ: стоимость не соответствует 4 звёздам никак. Как говориться деньги брать совесть позволяет, а оказывать корректно услуги не можем. Зарубежный отель в 2-3 звёзды гораздо лучше по качеству и стоит 2-3 раза дешевле.",,1,июль 2021 г.,отзыв июль 2021,1,Артур Р,https://www.tripadvisor.ru/Profile/Y930IK_,0,0,1,1,0,1,,июль 2021 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,"Платные ланч-боксы, не работающие приборы и кондей на балконе, вы такое видели?","Мы заселились в отель на пару ночей перед отлетом домой. У отеля замечательная территория прилегающая к озеру, красивый экстерьер домиков и корпусов, стриженный газон, бассейн и т.д. Немного огорчило, что пришлось под дождем идти с чемоданами в корпус, т.к к нему не было прямого подъезда на машине из-за расположенной прямо у подъезда стоянки, где уже была куча машин. Еще одним сюрпризом были платные ланч-боксы при раннем выезде - 750 рублей за пару овощей и четыре бутерброда. Девочки на ресепшн сразу же сказали, что это распоряжение самого главного и мы вправе накатать жалобу. В номере забыли убрать какое-то темное пятно на полу балкона (толи напиток до приема внутрь, толи после), не работала ТВ-приставка (быстро починили), холодильник (не починили), а еще у нас на прямо внутри балкона на стене почему-то висел огромный внешний блок от мультисплит-системы, т.е. он гудел как самолетный движок даже когда мы выключали свой внутренний блок (у соседей ведь он был включен), заснуть сложно( Ужин в рыбном ресторане не удался, потому что половина рыбного меню просто отсутствовала, был только судак. Поужинали в ресторане Грааль, очень понравилась кухня, но во время ужина в ресторане 2 раза гаснул свет секунд на 20. Придя в номер в какой-то момент свет снова выключился. Видимо клиентов это все устраивает, раз в отеле полная загруженность, но мы лучше отдохнем в другом месте(",,2,июнь 2021 г.,июль 2021 г.,0,Сергей,https://www.tripadvisor.ru/Profile/Dreamer30329845178,0,0,1,0,0,1,"Москва, Россия",июль 2021 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,Не вернусь сюда,"Сам парк отель разбит на разные «отели» – есть отель Югославский, шале, коттеджи, мы же остановились в Алире, так что отзыв только про номера здесь. Номер на заявленные 4 звезды не тянет абсолютно. Между номерами самая дешевая картонная межкомнатная дверь, видно что происходит в другом номере! Не говорю уже про слышимость. Есть другие косяки по типу отсутсвия ограничителя на гардине, штора падает. В душе был сломан держатель для лейки, оставили заявку на починку, сделали только после повторной просьбы через несколько дней. Двухспальной кровати нет, сдвигают две раздельные, номер 211. Розетки хлипкие и их мало. На балконе кондиционер соседей. Территория конечно ухоженная, красивая, но все это абсолютно не нужно, если вы едете на активный отдых, экскурсии и по сути только ночуете в номере. И в любом случае это не стоит своих денег, ведь мало того что за проживание берут прилично, так еще и за еду ценник конский, даже полотенце в аренду у бассейна 300 рублей! Если не успеваете на включенный в стоимость в завтрак (он с 8 до 11), например экскурсия у вас в 7:30, то ланч-бокс с собой 700 рублей, за бутер и яйцо! Отель был бы 4 звезды, если бы не брали тут за все доп плату. Тут даже площадка детская платная. В ресторане дорого, обслуживание не соответствует, каждый раз ждешь официанта пол вечера, даже если людей немного. Подводя итог, сюда возвращаться желания нет.",,2,июнь 2021 г.,отзыв июль 2021,3,Ann V,https://www.tripadvisor.ru/Profile/C554UBannv,0,0,9,3,1,1,,июль 2021 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,Отлично,"Были на Алтае 4 раза и всегда в разных отелях или базах, но этот отель не сравнится ни с одним. Во первых, приветливый персонал, все, абсолютно все, горничные, спасатели, администраторы, работники кафе и ресторана. Территория большая, очень красиво. Нам не повезло с погодой, но отдых абсолютно не был испорчен. В отеле есть крытый бассейн, есть бани с выходом к озеру, катамараны, парк аттракционов, в общем есть чем заняться. Сначала я думала, что дороговато туда ехать, но оказавшись там, я поняла, что это ещё дешево они берут за такой сервис. Понравилось всё. Единственный минус, это работа аниматоров с детьми. Они отлично выполняют свою работу, но было бы неплохо делать какие то объявления, например о том что сегодня в 18 дискотека, или зарядка в 11 у озера. А то у нас ребенок ни разу не попал никуда, потому что элементарно не знали место и время проведения. А так всё на 5+",,5,июнь 2021 г.,июнь 2021 г.,0,Яна,https://www.tripadvisor.ru/Profile/Yana19029393,0,0,1,0,0,1,,июнь 2019 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,Хороший вместе с детьми,"Отель хороший,  главный плюс- это большая территория,  по которой можно с коляской,  на самокате и пешком. Жили в корпусе Югославский,  стандарт с доп.местом,  места достаточно. Холодильник,  фен,  чайник. Завтрак по принципу шведский стол: выбор отличный,  изо дня в день одинаковый,но сытный. Отдельно скажу о парке аттракционов- удовольствие для детей! Анимация тоже спасает, если ребёнку скучно просто гулять по площади.  Команде аниматоров, спасибо, ребёнок радовался мероприятиям!  Из минусов: 1)в душевой кабинке плесень 2) долгая загрузка ТВ-каналов особенно в вечернее время (загрузка-зависание-потеря сигнала)",,4,апрель 2021 г.,май 2021 г.,1,Natalia,https://www.tripadvisor.ru/Profile/NataliaKudr,0,0,24,24,3,5,"Томск, Россия",нояб. 2012 г.
"Парк-отель ""Ая"" Aya Park Hotel",https://www.tripadvisor.ru/Hotel_Review-g4677719-d4651287-Reviews-Aya_Park_Hotel-Katun_Altai_Krai_Siberian_District.html,"ул. Нагорная, 1, Катунь 659635 Россия",Отели,,Отели,150,Осень на Алтае прекрасна,"Номера хорошие, брали с видом на озеро, чисто, все необходимое есть, предоставили Детскую кроватку бесплатно, завтрак хорош(приносят официанты). На территории Детская площадка, озеро, бассейн открытый (было уже прохладно и бассейн слили), есть луна-парк. Ресторан на 4, дороговато (початок кукурузы на гриле 300₽???).",,5,январь 2021 г.,янв. 2021 г.,0,Lizauha,https://www.tripadvisor.ru/Profile/Lizauha,0,0,146,15,5,16,"Барнаул, Россия",апр. 2015 г.
